"unit_name","municipality","province","autonomous_community","google_criteria_id","google_name","google_canonical_name","google_target_type","match_type"
"Alcantud, Cuenca","Alcantud","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcanó, Lleida","Alcanó","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Alcaracejos, Córdoba","Alcaracejos","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Alcaraz, Albacete","Alcaraz","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcarràs, Lleida","Alcarràs","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Alcaucín, Málaga","Alcaucín","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Alcaudete de la Jara, Toledo","Alcaudete de la Jara","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcaudete, Jaén","Alcaudete","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Alcazarén, Valladolid","Alcazarén","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alcañices, Zamora","Alcañices","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alcañiz, Teruel","Alcañiz","Teruel","Aragón","9048965","Alcaniz","Alcaniz,Aragon,Spain","City","name+community"
"Alcañizo, Toledo","Alcañizo","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcoba, Ciudad Real","Alcoba","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcobendas, Madrid","Alcobendas","Madrid","Comunidad de Madrid","1005488","Alcobendas","Alcobendas,Community of Madrid,Spain","City","name+community"
"Alcocer de Planes, Alicante","Alcocer de Planes","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alcocer, Guadalajara","Alcocer","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcocero de Mola, Burgos","Alcocero de Mola","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alcohujate, Cuenca","Alcohujate","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcolea de Calatrava, Ciudad Real","Alcolea de Calatrava","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcolea de Cinca, Huesca","Alcolea de Cinca","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Alcolea de Tajo, Toledo","Alcolea de Tajo","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcolea de las Peñas, Guadalajara","Alcolea de las Peñas","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcolea del Pinar, Guadalajara","Alcolea del Pinar","Guadalajara","Castilla-La Mancha","9222774","Alcolea del Pinar","Alcolea del Pinar,Castile-La Mancha,Spain","Municipality","name+community"
"Alcolea del Río, Sevilla","Alcolea del Río","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Alcolea, Almería","Alcolea","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Alcoleja, Alicante","Alcoleja","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alcoletge, Lleida","Alcoletge","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Alcollarín, Cáceres","Alcollarín","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Alconaba, Soria","Alconaba","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alconada de Maderuelo, Segovia","Alconada de Maderuelo","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alconada, Salamanca","Alconada","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alconchel de Ariza, Zaragoza","Alconchel de Ariza","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Alconchel de la Estrella, Cuenca","Alconchel de la Estrella","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alconchel, Badajoz","Alconchel","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Alconera, Badajoz","Alconera","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Alcorcón, Madrid","Alcorcón","Madrid","Comunidad de Madrid","9248073","Alcorcon","Alcorcon,Community of Madrid,Spain","Municipality","name+community"
"Alcorisa, Teruel","Alcorisa","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Alcoroches, Guadalajara","Alcoroches","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcover, Tarragona","Alcover","Tarragona","Cataluña","9211565","Alcover","Alcover,Catalonia,Spain","Municipality","name+community"
"Alcoy, Alicante","Alcoy","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alcubierre, Huesca","Alcubierre","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Alcubilla de Avellaneda, Soria","Alcubilla de Avellaneda","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alcubilla de Nogales, Zamora","Alcubilla de Nogales","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alcubilla de las Peñas, Soria","Alcubilla de las Peñas","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alcubillas, Ciudad Real","Alcubillas","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcublas, Valencia","Alcublas","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alcudia de Monteagud, Almería","Alcudia de Monteagud","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Alcudia de Veo, Castellón","Alcudia de Veo","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alcuéscar, Cáceres","Alcuéscar","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Alcàntera de Xúquer, Valencia","Alcàntera de Xúquer","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alcàsser, Valencia","Alcàsser","Valencia","Comunidad Valenciana","9243147","Alcasser","Alcasser,Valencian Community,Spain","Municipality","name+community"
"Alcántara, Cáceres","Alcántara","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Alcázar de San Juan, Ciudad Real","Alcázar de San Juan","Ciudad Real","Castilla-La Mancha","9048967","Alcazar de San Juan","Alcazar de San Juan,Castile-La Mancha,Spain","City","name+community"
"Alcázar del Rey, Cuenca","Alcázar del Rey","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alcóntar, Almería","Alcóntar","Almería","Andalucía","9219347","Alcontar","Alcontar,Andalusia,Spain","Municipality","name+community"
"Alcúdia, Baleares","Alcúdia","Baleares","Islas Baleares","9207155","Alcudia","Alcudia,Balearic Islands,Spain","Municipality","name+community"
"Aldaia, Valencia","Aldaia","Valencia","Comunidad Valenciana","9247183","Aldaia","Aldaia,Valencian Community,Spain","City","name+community"
"Aldea Real, Segovia","Aldea Real","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldea de San Miguel, Valladolid","Aldea de San Miguel","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldea del Cano, Cáceres","Aldea del Cano","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Aldea del Fresno, Madrid","Aldea del Fresno","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Aldea del Obispo, Salamanca","Aldea del Obispo","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldea del Rey, Ciudad Real","Aldea del Rey","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aldea en Cabo, Toledo","Aldea en Cabo","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aldeacentenera, Cáceres","Aldeacentenera","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Aldeacipreste, Salamanca","Aldeacipreste","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeadávila de la Ribera, Salamanca","Aldeadávila de la Ribera","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealafuente, Soria","Aldealafuente","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealcorvo, Segovia","Aldealcorvo","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealengua de Pedraza, Segovia","Aldealengua de Pedraza","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealengua de Santa María, Segovia","Aldealengua de Santa María","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealengua, Salamanca","Aldealengua","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealices, Soria","Aldealices","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealpozo, Soria","Aldealpozo","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldealseñor, Soria","Aldealseñor","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeamayor de San Martín, Valladolid","Aldeamayor de San Martín","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeanueva de Barbarroya, Toledo","Aldeanueva de Barbarroya","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aldeanueva de Ebro, La Rioja","Aldeanueva de Ebro","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Aldeanueva de Figueroa, Salamanca","Aldeanueva de Figueroa","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeanueva de Guadalajara, Guadalajara","Aldeanueva de Guadalajara","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aldeanueva de San Bartolomé, Toledo","Aldeanueva de San Bartolomé","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aldeanueva de Santa Cruz, Ávila","Aldeanueva de Santa Cruz","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeanueva de la Serrezuela, Segovia","Aldeanueva de la Serrezuela","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeanueva de la Sierra, Salamanca","Aldeanueva de la Sierra","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeanueva de la Vera, Cáceres","Aldeanueva de la Vera","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Aldeanueva del Camino, Cáceres","Aldeanueva del Camino","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Aldeanueva del Codonal, Segovia","Aldeanueva del Codonal","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeaquemada, Jaén","Aldeaquemada","Jaén","Andalucía",NA,NA,NA,NA,"unmatched"
"Aldearrodrigo, Salamanca","Aldearrodrigo","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldearrubia, Salamanca","Aldearrubia","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeaseca de Alba, Salamanca","Aldeaseca de Alba","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeaseca de la Frontera, Salamanca","Aldeaseca de la Frontera","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeaseca, Ávila","Aldeaseca","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeasoña, Segovia","Aldeasoña","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeatejada, Salamanca","Aldeatejada","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeavieja de Tormes, Salamanca","Aldeavieja de Tormes","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldehorno, Segovia","Aldehorno","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldehuela de Jerte, Cáceres","Aldehuela de Jerte","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Aldehuela de Liestos, Zaragoza","Aldehuela de Liestos","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Aldehuela de Periáñez, Soria","Aldehuela de Periáñez","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldehuela de Yeltes, Salamanca","Aldehuela de Yeltes","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldehuela de la Bóveda, Salamanca","Aldehuela de la Bóveda","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldehuela del Codonal, Segovia","Aldehuela del Codonal","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldeire, Granada","Aldeire","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Aldeonte, Segovia","Aldeonte","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Aldover, Tarragona","Aldover","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Aledo, Murcia","Aledo","Murcia","Región de Murcia",NA,NA,NA,NA,"unmatched"
"Alegia, Guipúzcoa","Alegia","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Alegría-Dulantzi, Álava","Alegría-Dulantzi","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Alella, Barcelona","Alella","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Alentisque, Soria","Alentisque","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alerre, Huesca","Alerre","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Alesanco, La Rioja","Alesanco","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Alesón, La Rioja","Alesón","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Alfacar, Granada","Alfacar","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Alfafar, Valencia","Alfafar","Valencia","Comunidad Valenciana","9256364","Alfafar","Alfafar,Valencian Community,Spain","Municipality","name+community"
"Alfafara, Alicante","Alfafara","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alfajarín, Zaragoza","Alfajarín","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Alfambra, Teruel","Alfambra","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Alfamén, Zaragoza","Alfamén","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Alfara de Algimia, Valencia","Alfara de Algimia","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alfara de Carles, Tarragona","Alfara de Carles","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Alfara del Patriarca, Valencia","Alfara del Patriarca","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alfaraz de Sayago, Zamora","Alfaraz de Sayago","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alfarnate, Málaga","Alfarnate","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Alfarnatejo, Málaga","Alfarnatejo","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Alfaro, La Rioja","Alfaro","La Rioja","La Rioja","9048969","Alfaro","Alfaro,La Rioja,Spain","City","name+community"
"Alfarp, Valencia","Alfarp","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alfarrasí, Valencia","Alfarrasí","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alfarràs, Lleida","Alfarràs","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Alfauir, Valencia","Alfauir","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alfondeguilla, Castellón","Alfondeguilla","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alforja, Tarragona","Alforja","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Alforque, Zaragoza","Alforque","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Alfoz de Bricia, Burgos","Alfoz de Bricia","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alfoz de Lloredo, Cantabria","Alfoz de Lloredo","Cantabria","Cantabria",NA,NA,NA,NA,"unmatched"
"Alfoz de Quintanadueñas, Burgos","Alfoz de Quintanadueñas","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alfoz de Santa Gadea, Burgos","Alfoz de Santa Gadea","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alfoz, Lugo","Alfoz","Lugo","Galicia",NA,NA,NA,NA,"unmatched"
"Alfántega, Huesca","Alfántega","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Alfés, Lleida","Alfés","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Algadefe, León","Algadefe","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Algaida, Baleares","Algaida","Baleares","Islas Baleares","9212004","Algaida","Algaida,Balearic Islands,Spain","Municipality","name+community"
"Algar de Mesa, Guadalajara","Algar de Mesa","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Algar de Palancia, Valencia","Algar de Palancia","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Algar, Cádiz","Algar","Cádiz","Andalucía",NA,NA,NA,NA,"unmatched"
"Algarinejo, Granada","Algarinejo","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Algarra, Cuenca","Algarra","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Algarrobo, Málaga","Algarrobo","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Algatocín, Málaga","Algatocín","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Algeciras, Cádiz","Algeciras","Cádiz","Andalucía","1005443","Algeciras","Algeciras,Andalusia,Spain","City","name+community"
"Algemesí, Valencia","Algemesí","Valencia","Comunidad Valenciana","9249465","Algemesi","Algemesi,Valencian Community,Spain","Municipality","name+community"
"Algerri, Lleida","Algerri","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Algete, Madrid","Algete","Madrid","Comunidad de Madrid","9048971","Algete","Algete,Community of Madrid,Spain","City","name+community"
"Algimia de Alfara, Valencia","Algimia de Alfara","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Algimia de Almonacid, Castellón","Algimia de Almonacid","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alginet, Valencia","Alginet","Valencia","Comunidad Valenciana","9048972","Alginet","Alginet,Valencian Community,Spain","City","name+community"
"Algodonales, Cádiz","Algodonales","Cádiz","Andalucía",NA,NA,NA,NA,"unmatched"
"Algodre, Zamora","Algodre","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Algora, Guadalajara","Algora","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Algorfa, Alicante","Algorfa","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Alguaire, Lleida","Alguaire","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Alguazas, Murcia","Alguazas","Murcia","Región de Murcia",NA,NA,NA,NA,"unmatched"
"Algueña, Alicante","Algueña","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Algámitas, Sevilla","Algámitas","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Alhabia, Almería","Alhabia","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Alhama de Almería, Almería","Alhama de Almería","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Alhama de Aragón, Zaragoza","Alhama de Aragón","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Alhama de Granada, Granada","Alhama de Granada","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Alhama de Murcia, Murcia","Alhama de Murcia","Murcia","Región de Murcia","9214530","Alhama de Murcia","Alhama de Murcia,Region of Murcia,Spain","Municipality","name+community"
"Alhambra, Ciudad Real","Alhambra","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alhaurín de la Torre, Málaga","Alhaurín de la Torre","Málaga","Andalucía","9048974","Alhaurin de la Torre","Alhaurin de la Torre,Andalusia,Spain","City","name+community"
"Alhaurín el Grande, Málaga","Alhaurín el Grande","Málaga","Andalucía","9048975","Alhaurin el Grande","Alhaurin el Grande,Andalusia,Spain","City","name+community"
"Alhendín, Granada","Alhendín","Granada","Andalucía","9242051","Alhendin","Alhendin,Andalusia,Spain","Municipality","name+community"
"Alhóndiga, Guadalajara","Alhóndiga","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aliaga, Teruel","Aliaga","Teruel","Aragón","9215953","Aliaga","Aliaga,Aragon,Spain","Municipality","name+community"
"Aliaguilla, Cuenca","Aliaguilla","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Alicante, Alicante","Alicante","Alicante","Comunidad Valenciana","9221630","Municipality of Alicante","Municipality of Alicante,Valencian Community,Spain","Municipality","name+community"
"Alicún de Ortega, Granada","Alicún de Ortega","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Alicún, Almería","Alicún","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Alija del Infantado, León","Alija del Infantado","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alins, Lleida","Alins","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Alique, Guadalajara","Alique","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Aliseda, Cáceres","Aliseda","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Aliud, Soria","Aliud","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Alió, Tarragona","Alió","Tarragona","Cataluña","9213655","Alio","Alio,Catalonia,Spain","Municipality","name+community"
"Aljaraque, Huelva","Aljaraque","Huelva","Andalucía","9220010","Aljaraque","Aljaraque,Andalusia,Spain","Municipality","name+community"
"Aljucén, Badajoz","Aljucén","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Alkiza, Guipúzcoa","Alkiza","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Allande, Asturias","Allande","Asturias","Principado de Asturias",NA,NA,NA,NA,"unmatched"
"Allariz, Ourense","Allariz","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Allepuz, Teruel","Allepuz","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Aller, Asturias","Aller","Asturias","Principado de Asturias","9212023","Aller","Aller,Asturias,Spain","Municipality","name+community"
"Allo, Navarra","Allo","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Alloza, Teruel","Alloza","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Allueva, Teruel","Allueva","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Allín, Navarra","Allín","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Almacelles, Lleida","Almacelles","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Almadenejos, Ciudad Real","Almadenejos","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Almadrones, Guadalajara","Almadrones","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Almadén de la Plata, Sevilla","Almadén de la Plata","Sevilla","Andalucía",NA,NA,NA,NA,"unmatched"
"Almadén, Ciudad Real","Almadén","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Almagro, Ciudad Real","Almagro","Ciudad Real","Castilla-La Mancha","9214073","Almagro","Almagro,Castile-La Mancha,Spain","Municipality","name+community"
"Almajano, Soria","Almajano","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almaluez, Soria","Almaluez","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almansa, Albacete","Almansa","Albacete","Castilla-La Mancha","9048976","Almansa","Almansa,Castile-La Mancha,Spain","City","name+community"
"Almanza, León","Almanza","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almaraz de Duero, Zamora","Almaraz de Duero","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almaraz, Cáceres","Almaraz","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Almargen, Málaga","Almargen","Málaga","Andalucía",NA,NA,NA,NA,"unmatched"
"Almarza de Cameros, La Rioja","Almarza de Cameros","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Almarza, Soria","Almarza","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almatret, Lleida","Almatret","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Almazora, Castellón","Almazora","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Almazul, Soria","Almazul","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almazán, Soria","Almazán","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almedina, Ciudad Real","Almedina","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Almedinilla, Córdoba","Almedinilla","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Almedíjar, Castellón","Almedíjar","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Almegíjar, Granada","Almegíjar","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Almeida de Sayago, Zamora","Almeida de Sayago","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almenar de Soria, Soria","Almenar de Soria","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almenar, Lleida","Almenar","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Almenara de Adaja, Valladolid","Almenara de Adaja","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Almenara de Tormes, Salamanca","Almenara de Tormes","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
